Website,Title,Price,Link,Image
Amazon,YouBella,207,https://www.amazon.in/YouBella-Oxidised-Silver-Plated-YBRG_20111A/dp/B08VNDJQ6M/ref=sr_1_20?dib=eyJ2IjoiMSJ9.yYyuM4Cf60EVR_Z8q-bexoPK13HvyelUxulx3yEVY1g0lOX52lEFT4TJAdMHzuK38hiMKqG57FFEqjE12zFbBAoly-z9mYoPNzGVyN-G3Xmb_GxYM2q3h5qnhoWBnxL7ACcEPEQKvsfx_-NLbaEYeHW6zzkyl0h0HGWtkYrriYx786VhbTxiIYgdlf3pI88Ouym6AUcChGs7Rjcqn7fDlveExkGGrQ9XsvD0oAseJq2b6J-bEDcKegYI-2T_vOdsjVFFcCrQdzaqIP4_xZc5vu-F-sP0gxqNNBLs22q7v3o.Pzmpdg9ZJrftq5d9DwMUu7j0INhOvW-YNcIBsCc8MhQ&dib_tag=se&keywords=rings&qid=1763136143&sr=8-20,https://m.media-amazon.com/images/I/613pQOTkyEL._AC_UL320_.jpg
Myntra,Rubans 18K Gold-Plated Finger Ring,550,https://www.myntra.com/ring/rubans/rubans-18k-gold-plated-emerald-green--ruby-stone-with-cz-detailing-adjustable-finger-ring/37475427/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/OCTOBER/22/f31ecVaQ_57d396daacb7433fac406de8ba5a1083.jpg"
Myntra,Rubans 22K Gold-Plated Finger Ring,590,https://www.myntra.com/ring/rubans/rubans-22k-gold-plated-brass-peacock-motif-crystal-zirconia--green-stone-adjustable-ring/37385758/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/OCTOBER/22/v2n7BK0e_0b8baddc3d2948ddb209869e027ce4ae.jpg"
Myntra,Roadster Men Adjustable Finger Ring,358,https://www.myntra.com/ring/roadster/the-roadster-lifestyle-co-men-american-diamond-studded-adjustable-finger-ring/33632932/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/APRIL/16/MdSls1qa_303097025bb94991a8d67c3feb9a9a15.jpg"
Myntra,StyleCast x Revolte 6Pc Silver-Plated Finger Rings,356,https://www.myntra.com/ring/stylecast+x+revolte/stylecast-x-revolte-men-set-of-6-silver-plated-stones-studded-finger-rings/34564535/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/MAY/30/7O5ayrEa_efcac119bf4446c1880a8bb35db97cbf.jpg"
Myntra,Rubans 18K Gold-Plated Finger Ring,650,https://www.myntra.com/ring/rubans/rubans-18k-gold-plated-goddess-lakshmi-temple-design-adjustable-finger-ring/37475426/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/OCTOBER/22/O2mYO8sN_89f23ac1f28444a7bceeda9f6bde5b4f.jpg"
Myntra,Yellow Chimes Unisex Rhodium Plated Ring,209,https://www.myntra.com/ring/yellow+chimes/yellow-chimes-unisex-rhodium-plated-finger-ring/30114643/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30114643/2024/7/4/234c3939-8585-43b7-858d-948087ebcf331720081133279YellowChimesRhodiumPlatedStainlessSteelFingerRing1.jpg"
Myntra,UNIVERSITY TRENDZ Silver-Plated Couple Ring Set,260,https://www.myntra.com/ring/university+trendz/university-trendz-silver-plated-promise-couple-ring-set/22692808/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22692808/2023/4/7/261a8b02-9252-432a-8cc2-8b99927efd291680872920256UniversityTrendzSilver-PlatedPromiseCoupleRingSetForHisHer1.jpg"
Myntra,PALMONAS Gold-Plated Finger Ring,603,https://www.myntra.com/ring/palmonas/palmonas-gold-plated-stainless-steel-initial-m-finger-ring/30442635/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/AUGUST/1/vcapRx0C_01976615fd7548f2b44dd3ae956a58d6.jpg"
Myntra,Jewels Galaxy Set Of 23 Silver Plated Ring,239,https://www.myntra.com/ring/jewels+galaxy/jewels-galaxy-set-of-23-silver-plated-stackable-finger-ring/29743728/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29743728/2024/5/24/9604e4d8-7cf3-48b0-adeb-d4a93e158d781716526356718JewelsGalaxySilverPlatedSetof23StackableRings1.jpg"
Myntra,Zaveri Pearls Set Of 2 Gold-Plated Kundan-Studded & Beaded Meenakari Adjustable Finger Rings,233,https://www.myntra.com/ring/zaveri+pearls/zaveri-pearls-set-of-2-gold-plated-kundan--beaded-meenakari-adjustable-finger-rings/14284946/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14284946/2021/11/16/70d752d5-bd86-43a7-a98e-d08ea99ef16f1637047835536ZaveriPearlsSetOf2Gold-PlatedKundanBeadedMeenakariAdjustable1.jpg"
Myntra,PALMONAS Women 18K Gold-Plated Finger Ring,784,https://www.myntra.com/ring/palmonas/palmonas-women-18k-gold-plated-finger-ring/20307790/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20307790/2022/10/7/21df7661-8276-4264-886e-bce59de39f05166512760112218kgoldplatedCROISSANTDOMERINGGiftforwomen1yearwarranty2.jpg"
Myntra,StyleCast x Revolte 5Pc Silver Plated Finger Rings,287,https://www.myntra.com/ring/stylecast+x+revolte/-stylecast-x-revolte-set-of-5-sliver-plated-adjustable-finger-rings/34564540/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/MAY/27/zWRiFVif_7c1d6802b0484f75a035cd1ccec99b7d.jpg"
Myntra,SALTY Stainless Steel Finger Ring,449,https://www.myntra.com/ring/salty/salty-gold-plated-stainless-steel-stone-studded-adjustable-finger-ring/31106664/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/SEPTEMBER/24/NGe8dNYp_9493f436dba64a5ba8aab995219605f4.jpg"
Myntra,PALMONAS Gold-Plated Finger Ring,995,https://www.myntra.com/ring/palmonas/palmonas-gold-plated-croissant-dome-charm-finger-ring/20307782/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20307782/2022/10/7/a159b61d-2c6f-4617-adc8-150af41e5b89166512671672618kgoldplatedCROISSANTDOMERINGGiftforwomen1yearwarranty2.jpg"
